base_date,emd_nm,disQuantity,disCount
2018-09,이호동,19197300.0,9680.0
2018-09,일도1동,26828750.0,9755.0
2018-09,일도2동,165751500.0,88702.0
2018-09,정방동,23757350.0,6952.0
2018-09,조천읍,62036285.23101067,27001.924042686755
2018-09,중문동,37559750.0,15065.0
2018-09,중앙동,42530750.0,11400.0
2018-09,천지동,19865600.0,6411.0
2018-09,표선면,11215400.0,3176.0
2018-09,한경면,62036285.23101067,27001.924042686755
2018-09,한림읍,62036285.23101067,27001.924042686755
2018-09,화북동,113717550.0,67744.0
2018-09,효돈동,16169800.0,5111.0
2018-10,건입동,37150300.0,18193.0
2018-10,구좌읍,62036285.23101067,27001.924042686755
2018-10,남원읍,44434300.0,11662.0
2018-10,노형동,234461300.0,126603.0
2018-10,대륜동,43228800.0,18455.0
2018-10,대정읍,44824800.0,13078.0
2018-10,대천동,19013450.0,7648.0
2018-10,도두동,13939950.0,5800.0
2018-10,동홍동,105155800.0,50280.0
2018-10,봉개동,12968950.0,5749.0
2018-10,삼도1동,64399350.0,33376.0
2018-10,삼도2동,39509550.0,21220.0
2018-10,삼양동,63820450.0,32795.0
2018-10,서홍동,46038600.0,18467.0
2018-10,성산읍,13774800.0,2800.0
2018-10,송산동,31850450.0,10591.0
2018-10,아라동,108299100.0,57146.0
2018-10,안덕면,11435550.0,3841.0
2018-10,애월읍,6111700.0,3595.0
2018-10,연동,207726250.0,110873.0
2018-10,영천동,24156800.0,6529.0
2018-10,예래동,9251150.0,3163.0
2018-10,오라동,53406650.0,26495.0
2018-10,외도동,98754200.0,51897.0
2018-10,용담1동,35375900.0,16693.0
2018-10,용담2동,58686300.0,31632.0
2018-10,이도1동,47771600.0,22090.0
2018-10,이도2동,197647350.0,101620.0
2018-10,이호동,18048350.0,8719.0
2018-10,일도1동,25863500.0,9045.0
2018-10,일도2동,151312900.0,79869.0
2018-10,정방동,22722150.0,6730.0
2018-10,조천읍,62036285.23101067,27001.924042686755
2018-10,중문동,33676600.0,13509.0
2018-10,중앙동,44238500.0,11585.0
2018-10,천지동,18589700.0,5854.0
2018-10,표선면,11938300.0,3314.0
2018-10,한경면,62036285.23101067,27001.924042686755
2018-10,한림읍,62036285.23101067,27001.924042686755
2018-10,화북동,104695950.0,61065.0
2018-10,효돈동,15312000.0,4466.0
2018-11,건입동,34887200.0,16392.0
2018-11,구좌읍,62036285.23101067,27001.924042686755
2018-11,남원읍,45008000.0,10756.0
2018-11,노형동,236121800.0,117546.0
2018-11,대륜동,44166650.0,17979.0
