,disYear,disMonth,disDate,disDay,cityCode,citySidoName,citySggName,disQuantity,disQuantityRate,disCount,disCountRate
207,2018,04,28,7,W6X,제주특별자치도,제주시,51208750,3.09,24011,3.18
208,2018,04,29,1,W6X,제주특별자치도,제주시,62652650,3.78,29032,3.85
209,2018,04,30,2,W6X,제주특별자치도,제주시,56101050,3.38,26050,3.46
210,2018,04,01,1,W6Y,제주특별자치도,서귀포시,22265400,3.67,7093,3.69
211,2018,04,02,2,W6Y,제주특별자치도,서귀포시,23526300,3.88,7350,3.82
212,2018,04,03,3,W6Y,제주특별자치도,서귀포시,21967400,3.62,6971,3.62
213,2018,04,04,4,W6Y,제주특별자치도,서귀포시,21228750,3.5,6682,3.47
214,2018,04,05,5,W6Y,제주특별자치도,서귀포시,18882300,3.11,5808,3.02
215,2018,04,06,6,W6Y,제주특별자치도,서귀포시,20188650,3.33,6195,3.22
216,2018,04,07,7,W6Y,제주특별자치도,서귀포시,18875100,3.11,5616,2.92
217,2018,04,08,1,W6Y,제주특별자치도,서귀포시,22396600,3.69,6969,3.62
218,2018,04,09,2,W6Y,제주특별자치도,서귀포시,21925050,3.62,6941,3.61
219,2018,04,10,3,W6Y,제주특별자치도,서귀포시,21143700,3.49,6773,3.52
220,2018,04,11,4,W6Y,제주특별자치도,서귀포시,21066800,3.47,6520,3.39
221,2018,04,12,5,W6Y,제주특별자치도,서귀포시,19941350,3.29,6500,3.38
222,2018,04,13,6,W6Y,제주특별자치도,서귀포시,18380650,3.03,5902,3.07
223,2018,04,14,7,W6Y,제주특별자치도,서귀포시,18102750,2.99,5411,2.81
224,2018,04,15,1,W6Y,제주특별자치도,서귀포시,21028250,3.47,6893,3.58
225,2018,04,16,2,W6Y,제주특별자치도,서귀포시,21323450,3.52,6758,3.51
226,2018,04,17,3,W6Y,제주특별자치도,서귀포시,20141150,3.32,6414,3.33
227,2018,04,18,4,W6Y,제주특별자치도,서귀포시,19373650,3.2,6204,3.22
228,2018,04,19,5,W6Y,제주특별자치도,서귀포시,19888750,3.28,6375,3.31
229,2018,04,20,6,W6Y,제주특별자치도,서귀포시,19295800,3.18,6430,3.34
230,2018,04,21,7,W6Y,제주특별자치도,서귀포시,21453300,3.54,6463,3.36
231,2018,04,22,1,W6Y,제주특별자치도,서귀포시,15163650,2.5,5138,2.67
232,2018,04,23,2,W6Y,제주특별자치도,서귀포시,14189400,2.34,4525,2.35
233,2018,04,24,3,W6Y,제주특별자치도,서귀포시,24281100,4.0,7689,4.0
234,2018,04,25,4,W6Y,제주특별자치도,서귀포시,21242050,3.5,6718,3.49
235,2018,04,26,5,W6Y,제주특별자치도,서귀포시,21487500,3.54,6687,3.48
236,2018,04,27,6,W6Y,제주특별자치도,서귀포시,19281000,3.18,6315,3.28
237,2018,04,28,7,W6Y,제주특별자치도,서귀포시,20096150,3.31,6326,3.29
